,Symbol,Company,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type,currentprice,movingaverage
36,RKT,"Rocket Companies, Inc.",Farner Jay,Chief Executive Officer,"Apr 19, 2022",$9.33,21400,199662,1745707,"Apr 20, 2022, 05:02 PM",buy,9.095000267028809,14.430694468816121
37,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Oct 16, 2017",$19.91,512,10194,80878,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
38,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Oct 15, 2018",$16.92,693,11726,83624,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
39,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Jan 15, 2016",$11.95,317,3788,76500,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
40,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Jan 17, 2017",$13.95,274,3822,78685,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
41,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Jul 14, 2017",$16.00,628,10048,80366,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
42,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Jul 16, 2018",$17.52,659,11546,82932,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
43,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Jul 15, 2019",$14.97,845,12650,85990,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
44,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Oct 15, 2015",$11.09,162,1797,76183,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
45,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Oct 14, 2016",$12.55,722,9061,78410,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
46,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Apr 17, 2017",$13.74,674,9261,79738,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
47,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Apr 16, 2018",$14.53,767,11145,82272,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
48,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Apr 15, 2019",$15.50,795,12323,85146,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
49,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Jul 15, 2016",$14.78,821,12134,77688,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
50,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Jul 17, 2017",$13.95,379,5287,79064,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
51,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Jan 16, 2018",$17.49,628,10984,81506,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
52,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Jan 15, 2019",$16.71,726,12131,84351,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
53,APTS,PREFERRED APARTMENT COMMUNITIES INC,BARTKOWSKI STEVE,Director,"Apr 15, 2016",$12.62,368,4644,76867,"Apr 20, 2022, 05:00 PM",buy,24.90999984741211,17.083833350075615
54,HMTV,"HEMISPHERE MEDIA GROUP, INC.","Fine Capital Partners, L.P.",10% Owner,"Apr 20, 2022",$4.49,55000,246945,3050530,"Apr 20, 2022, 04:59 PM",buy,4.0,8.503888879881965
55,HMTV,"HEMISPHERE MEDIA GROUP, INC.","Fine Capital Partners, L.P.",10% Owner,"Apr 19, 2022",$4.44,109728,486666,2995530,"Apr 20, 2022, 04:59 PM",buy,4.0,8.503888879881965
56,HMTV,"HEMISPHERE MEDIA GROUP, INC.","Fine Capital Partners, L.P.",10% Owner,"Apr 18, 2022",$4.40,125000,549913,2885802,"Apr 20, 2022, 04:59 PM",buy,4.0,8.503888879881965
57,KFS,KINGSWAY FINANCIAL SERVICES INC,Fitzgerald John Taylor Maloney,President and CEO,"Apr 19, 2022",$5.43,383,2080,1919694,"Apr 20, 2022, 04:51 PM",buy,5.300000190734863,5.41544443236457
58,KFS,KINGSWAY FINANCIAL SERVICES INC,Hansen Kent A,CFO & EVP,"Apr 19, 2022",$5.43,276,1499,90553,"Apr 20, 2022, 04:50 PM",buy,5.300000190734863,5.41544443236457
59,ADVM,"Adverum Biotechnologies, Inc.",Soparkar Peter,See Remarks section,"Apr 19, 2022",$1.14,21925,24994,280556,"Apr 20, 2022, 04:35 PM",buy,1.1683000326156616,1.8107961098353067
60,AXR,AMREP CORP.,CLOUES EDWARD B II,Director,"Apr 19, 2022",$12.53,2500,31325,23865,"Apr 20, 2022, 04:31 PM",buy,12.479999542236328,13.968000025219387
61,ATAI,ATAI Life Sciences N.V.,Apeiron Investment Group Ltd.,10% Owner,"Apr 19, 2022",$5.13,65315,334739,1478520,"Apr 20, 2022, 04:30 PM",buy,4.860000133514404,10.007416658931309
62,ATAI,ATAI Life Sciences N.V.,Apeiron Investment Group Ltd.,10% Owner,"Apr 18, 2022",$5.11,54322,277656,1413205,"Apr 20, 2022, 04:30 PM",buy,4.860000133514404,10.007416658931309
63,SCTL,"Societal CDMO, Inc.","AWM Investment Company, Inc.",10% Owner,"Apr 19, 2022",$1.56,12100,18917,5109601,"Apr 20, 2022, 04:27 PM",buy,1.409999966621399,1.8286666618453131
64,SCTL,"Societal CDMO, Inc.","AWM Investment Company, Inc.",10% Owner,"Apr 18, 2022",$1.55,15600,24111,5097501,"Apr 20, 2022, 04:27 PM",buy,1.409999966621399,1.8286666618453131
65,SXT,SENSIENT TECHNOLOGIES CORP,Winder Investment Pte Ltd,10% Owner,"Apr 18, 2022",$82.55,18279,1508879,5481078,"Apr 20, 2022, 04:21 PM",buy,83.20999908447266,89.8880556318495
66,CMTV,COMMUNITY BANCORP /VT,Oeschger Fredric,Director,"Apr 20, 2022",$23.00,500,11500,116055,"Apr 20, 2022, 04:20 PM",buy,22.81999969482422,20.73850000169542
67,EE,"Excelerate Energy, Inc.",Kleemeier Henry G,Director,"Apr 18, 2022",$24.00,5000,120000,5000,"Apr 20, 2022, 04:17 PM",buy,24.88800048828125,25.873500108718872
68,EE,"Excelerate Energy, Inc.",Bent Michael Anthony,See Remarks,"Apr 18, 2022",$24.00,7500,180000,7500,"Apr 20, 2022, 04:17 PM",buy,24.88800048828125,25.873500108718872
69,EE,"Excelerate Energy, Inc.",Bustos Daniel H,See Remarks,"Apr 18, 2022",$24.00,140777,3378648,140777,"Apr 20, 2022, 04:17 PM",buy,24.88800048828125,25.873500108718872
70,EE,"Excelerate Energy, Inc.",Kobos Steven M,President and CEO,"Apr 18, 2022",$24.00,265258,6366192,265258,"Apr 20, 2022, 04:17 PM",buy,24.88800048828125,25.873500108718872
71,EE,"Excelerate Energy, Inc.",Broussard Amy Thompson,See Remarks,"Apr 18, 2022",$24.00,1500,36000,1500,"Apr 20, 2022, 04:17 PM",buy,24.88800048828125,25.873500108718872
72,EE,"Excelerate Energy, Inc.",Millican Don P.,Director,"Apr 18, 2022",$24.00,6700,160800,6700,"Apr 20, 2022, 04:17 PM",buy,24.88800048828125,25.873500108718872
73,EE,"Excelerate Energy, Inc.",Armstrong Dana A,See Remarks,"Apr 18, 2022",$24.00,400,9600,400,"Apr 20, 2022, 04:16 PM",buy,24.88800048828125,25.873500108718872
74,EE,"Excelerate Energy, Inc.",Bancroft Calvin A,See Remarks,"Apr 18, 2022",$24.00,1200,28800,1200,"Apr 20, 2022, 04:16 PM",buy,24.88800048828125,25.873500108718872
75,EE,"Excelerate Energy, Inc.",Waldo Robert,Director,"Apr 18, 2022",$24.00,20833,499992,20833,"Apr 20, 2022, 04:16 PM",buy,24.88800048828125,25.873500108718872
76,INZY,"Inozyme Pharma, Inc.",Bjarke Henric Bjorn,"SVP, COO","Apr 19, 2022",$3.69,27100,99999,80626,"Apr 20, 2022, 04:05 PM",buy,5.5,8.53772222995758
77,INZY,"Inozyme Pharma, Inc.",Bolte Axel,Chief Executive Officer,"Apr 19, 2022",$3.69,67750,249998,258575,"Apr 20, 2022, 04:05 PM",buy,5.5,8.53772222995758
78,INZY,"Inozyme Pharma, Inc.",Hopfner Robert Lorne,Director,"Apr 19, 2022",$3.69,1070000,3948300,2661154,"Apr 20, 2022, 04:05 PM",buy,5.5,8.53772222995758
79,INZY,"Inozyme Pharma, Inc.",Subramanian Sanjay,"SVP, CFO","Apr 19, 2022",$3.69,27100,99999,27100,"Apr 20, 2022, 04:05 PM",buy,5.5,8.53772222995758
80,SHWZ,"Medicine Man Technologies, Inc.",Garwood Jeff,Director,"Apr 19, 2022",$1.82,19304,35056,192735,"Apr 20, 2022, 04:01 PM",buy,1.8899999856948853,1.903799988163842
81,SHWZ,"Medicine Man Technologies, Inc.",Garwood Jeff,Director,"Apr 18, 2022",$1.97,12696,25011,173431,"Apr 20, 2022, 04:01 PM",buy,1.8899999856948853,1.903799988163842
82,SHMP,NaturalShrimp Inc,Easterling Gerald,"CEO, President","Apr 19, 2022",$0.21,150000,31493,820240,"Apr 20, 2022, 03:59 PM",buy,0.2280000001192093,0.335455555220445
83,RCAT,"Red Cat Holdings, Inc.",Thompson Jeffrey M,"Chairman of the Board, CEO","Apr 18, 2022",$1.91,2500,4780,12676968,"Apr 20, 2022, 03:58 PM",buy,2.2049999237060547,2.3269166655010647
84,DCTH,"DELCATH SYSTEMS, INC.",SALAMON STEVEN A J,Director,"Apr 19, 2022",$6.25,1600,10000,429100,"Apr 20, 2022, 03:47 PM",buy,6.389999866485596,8.258666655752394
85,DUOL,"Duolingo, Inc.",Durable Capital Partners LP,10% Owner,"Apr 19, 2022",$88.97,23335,2076069,3207545,"Apr 20, 2022, 03:30 PM",buy,89.49500274658203,120.86874978807238
86,DUOL,"Duolingo, Inc.",Durable Capital Partners LP,10% Owner,"Apr 18, 2022",$88.64,22265,1973481,3184210,"Apr 20, 2022, 03:30 PM",buy,89.49500274658203,120.86874978807238
87,RCAT,"Red Cat Holdings, Inc.",Liuzza Nicholas Reyland JR,Director,"Apr 18, 2022",$1.92,13000,24960,909915,"Apr 20, 2022, 02:58 PM",buy,2.2049999237060547,2.3269166655010647
88,GABC,"GERMAN AMERICAN BANCORP, INC.",SHEIDLER JACK,Director,"Apr 18, 2022",$36.92,70,2584,55822,"Apr 20, 2022, 02:54 PM",buy,36.2400016784668,39.1519444571601
89,GABC,"GERMAN AMERICAN BANCORP, INC.",SEGER THOMAS W,Director,"Apr 18, 2022",$36.92,92,3397,354824,"Apr 20, 2022, 02:49 PM",buy,36.2400016784668,39.1519444571601
90,GABC,"GERMAN AMERICAN BANCORP, INC.",Ryan Christina M,Director,"Apr 18, 2022",$36.92,70,2584,7280,"Apr 20, 2022, 02:45 PM",buy,36.2400016784668,39.1519444571601
91,GABC,"GERMAN AMERICAN BANCORP, INC.",Ramsey Chris A,Director,"Apr 18, 2022",$36.92,46,1698,26970,"Apr 20, 2022, 02:41 PM",buy,36.2400016784668,39.1519444571601
92,GABC,"GERMAN AMERICAN BANCORP, INC.",KELLY JASON M,Director,"Apr 18, 2022",$36.92,115,4246,7166,"Apr 20, 2022, 02:35 PM",buy,36.2400016784668,39.1519444571601
93,GABC,"GERMAN AMERICAN BANCORP, INC.",Ellspermann Susan J,Director,"Apr 18, 2022",$36.92,69,2547,1627,"Apr 20, 2022, 02:31 PM",buy,36.2400016784668,39.1519444571601
94,GABC,"GERMAN AMERICAN BANCORP, INC.",Bawel Zachary W,Director,"Apr 18, 2022",$36.92,69,2547,11974,"Apr 20, 2022, 02:22 PM",buy,36.2400016784668,39.1519444571601
95,PQEFF,PETROTEQ ENERGY INC.,CANTONE ANTHONY J,10% Owner,"Apr 19, 2022",$0.12,2500000,300000,114957826,"Apr 20, 2022, 02:21 PM",buy,0.2962000072002411,0.23667333424091339
96,PQEFF,PETROTEQ ENERGY INC.,CANTONE ANTHONY J,10% Owner,"Apr 20, 2022",$0.12,946666,113600,115904492,"Apr 20, 2022, 02:21 PM",buy,0.2962000072002411,0.23667333424091339
97,YORW,YORK WATER CO,Rasmussen Steven R,Director,"Apr 20, 2022",$42.14,14,590,2908,"Apr 20, 2022, 01:46 PM",buy,40.29999923706055,46.365833346048994
98,,HOMELAND ENERGY SOLUTIONS LLC,MARCHAND CHRISTINE A,Director,"Apr 20, 2022",$3000.00,25,75000,50,"Apr 20, 2022, 12:59 PM",buy,na,na
99,BDTX,"Black Diamond Therapeutics, Inc.",BIOTECH GROWTH N V,10% Owner,"Apr 18, 2022",$3.29,150000,493935,4138402,"Apr 20, 2022, 12:56 PM",buy,2.6700000762939453,6.047166672017839
100,BDTX,"Black Diamond Therapeutics, Inc.",BIOTECH GROWTH N V,10% Owner,"Apr 19, 2022",$3.24,150000,486645,4288402,"Apr 20, 2022, 12:56 PM",buy,2.6700000762939453,6.047166672017839
1,ZDGE,"Zedge, Inc.",REICH JONATHAN,CEO & President,"Apr 19, 2022",$5.98,700,4186,8131,"Apr 20, 2022, 12:26 PM",buy,5.590000152587891,9.963500009642708
2,RCG,"RENN Fund, Inc.",STAHL MURRAY,President and CEO,"Apr 19, 2022",$2.35,300,705,158008,"Apr 20, 2022, 11:09 AM",buy,2.259999990463257,2.5249444524447124
3,RCG,"RENN Fund, Inc.",STAHL MURRAY,President and CEO,"Apr 19, 2022",$2.35,300,705,154600,"Apr 20, 2022, 11:09 AM",buy,2.259999990463257,2.5249444524447124
4,RCG,"RENN Fund, Inc.",STAHL MURRAY,President and CEO,"Apr 19, 2022",$2.35,75,176,38617,"Apr 20, 2022, 11:09 AM",buy,2.259999990463257,2.5249444524447124
5,TPL,Texas Pacific Land Corp,STAHL MURRAY,Director,"Apr 19, 2022",$1478.50,12,17742,205932,"Apr 20, 2022, 10:53 AM",buy,1318.510009765625,1264.2606662326389
6,TPL,Texas Pacific Land Corp,STAHL MURRAY,Director,"Apr 19, 2022",$1478.50,3,4436,1648,"Apr 20, 2022, 10:53 AM",buy,1318.510009765625,1264.2606662326389
7,TPL,Texas Pacific Land Corp,STAHL MURRAY,Director,"Apr 19, 2022",$1478.50,2,2957,1305,"Apr 20, 2022, 10:53 AM",buy,1318.510009765625,1264.2606662326389
8,TPL,Texas Pacific Land Corp,STAHL MURRAY,Director,"Apr 19, 2022",$1478.50,1,1479,43076,"Apr 20, 2022, 10:53 AM",buy,1318.510009765625,1264.2606662326389
9,AREC,American Resources Corp,Sauve Thomas M.,President,"Apr 18, 2022",$2.27,5000,11343,4424501,"Apr 20, 2022, 08:39 AM",buy,1.8200000524520874,2.0770555489593083
10,AREC,American Resources Corp,Jensen Mark C.,Chief Executive Officer,"Apr 18, 2022",$2.27,5000,11343,5169896,"Apr 20, 2022, 08:31 AM",buy,1.8200000524520874,2.0770555489593083
11,AREC,American Resources Corp,Taylor Kirk Patrick,Chief Financial Officer,"Apr 18, 2022",$2.27,1000,2270,1621383,"Apr 20, 2022, 08:22 AM",buy,1.8200000524520874,2.0770555489593083
12,YORW,YORK WATER CO,DOTZEL CYNTHIA,Director,"Apr 14, 2022",$41.02,31,1272,15549,"Apr 20, 2022, 08:22 AM",buy,40.29999923706055,46.365833346048994
13,YORW,YORK WATER CO,DOTZEL CYNTHIA,Director,"Apr 18, 2022",$41.35,17,703,15566,"Apr 20, 2022, 08:22 AM",buy,40.29999923706055,46.365833346048994
14,SCTL,"Societal CDMO, Inc.",ENLOE J DAVID JR,Chief Executive Officer,"Apr 18, 2022",$1.63,625,1019,502914,"Apr 20, 2022, 06:37 AM",buy,1.409999966621399,1.8286666618453131
15,GLSI,"Greenwich LifeSciences, Inc.",Thompson Jaye,VP Clinical Reg Affairs,"Apr 19, 2022",$16.74,500,8370,255995,"Apr 20, 2022, 06:02 AM",buy,15.789999961853027,29.253888861338297
16,DTC,"Solo Brands, Inc.",Simmons Samuel Morin,Chief Financial Officer,"Nov 01, 2021",$17.00,13450,228650,13450,"Apr 19, 2022, 09:51 PM",buy,6.545000076293945,12.761178857911894
17,DTC,"Solo Brands, Inc.",Merris John,President and CEO,"Nov 01, 2021",$17.00,14000,238000,28126,"Apr 19, 2022, 09:51 PM",buy,6.545000076293945,12.761178857911894
18,DTC,"Solo Brands, Inc.",Christensen Kent Roger,General Counsel,"Nov 01, 2021",$17.00,1150,19550,1150,"Apr 19, 2022, 09:49 PM",buy,6.545000076293945,12.761178857911894
19,TELA,"TELA Bio, Inc.","EW HEALTHCARE PARTNERS FUND 2, L.P.",See footnote 2,"Apr 14, 2022",$10.00,589,5890,3317509,"Apr 19, 2022, 07:01 PM",buy,9.899999618530273,12.394066688749525
20,TELA,"TELA Bio, Inc.","EW HEALTHCARE PARTNERS FUND 2, L.P.",See footnote 2,"Apr 19, 2022",$9.84,3200,31488,3325709,"Apr 19, 2022, 07:01 PM",buy,9.899999618530273,12.394066688749525
21,TELA,"TELA Bio, Inc.","EW HEALTHCARE PARTNERS FUND 2, L.P.",See footnote 2,"Apr 18, 2022",$9.80,5000,49000,3322509,"Apr 19, 2022, 07:01 PM",buy,9.899999618530273,12.394066688749525
22,PFHO,PACIFIC HEALTH CARE ORGANIZATION INC,KUBOTA TOM,CEO & President,"Apr 19, 2022",$0.93,1618,1505,8034000,"Apr 19, 2022, 06:42 PM",buy,0.8999999761581421,0.8987777762942843
23,SUP,SUPERIOR INDUSTRIES INTERNATIONAL INC,"Mill Road Capital III, L.P.",10% Owner,"Apr 14, 2022",$5.00,22000,110000,3567867,"Apr 19, 2022, 05:56 PM",buy,3.450000047683716,5.3091666592491995
24,CRTD,"Creatd, Inc.",Frommer Jeremy,Executive Chairman,"Apr 19, 2022",$1.12,1278,1434,643683,"Apr 19, 2022, 04:42 PM",buy,1.0602999925613403,2.2543850037786695
25,LQDA,Liquidia Corp,Manning Paul B,Director,"Apr 18, 2022",$5.10,392156,1999996,392156,"Apr 19, 2022, 04:30 PM",buy,5.730000019073486,4.69477778673172
26,ZDGE,"Zedge, Inc.",GHERMEZIAN MARK,Director,"Apr 18, 2022",$5.81,4355,25300,28253,"Apr 19, 2022, 04:01 PM",buy,5.590000152587891,9.963500009642708
27,VFL,Delaware Investments National Municipal Income Fund,"Saba Capital Management, L.P.",10% Owner,"Apr 18, 2022",$12.06,25388,306179,2661355,"Apr 19, 2022, 02:41 PM",buy,11.859999656677246,13.612944475809734
28,UMH,"UMH PROPERTIES, INC.",Mitchell William Edward,Director,"Apr 18, 2022",$22.88,44,1007,9987,"Apr 19, 2022, 02:41 PM",buy,23.769500732421875,23.990552785661485
29,MDV,MODIV INC.,NOLAN THOMAS H JR,Director,"Jan 18, 2022",$27.29,28,764,9217,"Apr 19, 2022, 02:20 PM",buy,19.06999969482422,20.279379997253418
30,MDV,MODIV INC.,NOLAN THOMAS H JR,Director,"Jan 05, 2022",$27.29,31,846,9189,"Apr 19, 2022, 02:20 PM",buy,19.06999969482422,20.279379997253418
31,MDV,MODIV INC.,NOLAN THOMAS H JR,Director,"Dec 21, 2021",$27.29,30,819,8608,"Apr 19, 2022, 02:20 PM",buy,19.06999969482422,20.279379997253418
32,MDV,MODIV INC.,NOLAN THOMAS H JR,Director,"Feb 25, 2022",$19.45,45,875,9262,"Apr 19, 2022, 02:20 PM",buy,19.06999969482422,20.279379997253418
33,MDV,MODIV INC.,SMITH KIMBERLY J,Director,"Feb 25, 2022",$19.45,1,19,154,"Apr 19, 2022, 02:20 PM",buy,19.06999969482422,20.279379997253418
34,MDV,MODIV INC.,Halfacre Aaron Scott,CEO,"Jan 05, 2022",$27.29,31,846,8642,"Apr 19, 2022, 02:19 PM",buy,19.06999969482422,20.279379997253418
35,MDV,MODIV INC.,Halfacre Aaron Scott,CEO,"Dec 21, 2021",$27.29,30,819,8611,"Apr 19, 2022, 02:19 PM",buy,19.06999969482422,20.279379997253418
36,MDV,MODIV INC.,Halfacre Aaron Scott,CEO,"Feb 25, 2022",$19.45,43,836,8715,"Apr 19, 2022, 02:19 PM",buy,19.06999969482422,20.279379997253418
37,MDV,MODIV INC.,Halfacre Aaron Scott,CEO,"Jan 18, 2022",$27.29,31,846,8672,"Apr 19, 2022, 02:19 PM",buy,19.06999969482422,20.279379997253418
38,UMH,"UMH PROPERTIES, INC.",QUIGLEY KENNETH K JR,Director,"Apr 18, 2022",$22.88,44,1007,13865,"Apr 19, 2022, 02:19 PM",buy,23.769500732421875,23.990552785661485
39,MDV,MODIV INC.,McWilliams Curtis B,Director,"Dec 21, 2021",$27.29,32,873,9199,"Apr 19, 2022, 02:19 PM",buy,19.06999969482422,20.279379997253418
40,MDV,MODIV INC.,McWilliams Curtis B,Director,"Feb 25, 2022",$19.45,48,934,9860,"Apr 19, 2022, 02:19 PM",buy,19.06999969482422,20.279379997253418
41,MDV,MODIV INC.,McWilliams Curtis B,Director,"Jan 18, 2022",$27.29,30,819,9812,"Apr 19, 2022, 02:19 PM",buy,19.06999969482422,20.279379997253418
42,MDV,MODIV INC.,McWilliams Curtis B,Director,"Jan 05, 2022",$27.29,34,928,9782,"Apr 19, 2022, 02:19 PM",buy,19.06999969482422,20.279379997253418
43,MDV,MODIV INC.,Tirondola Connie,Director,"Feb 25, 2022",$19.45,1,19,154,"Apr 19, 2022, 02:18 PM",buy,19.06999969482422,20.279379997253418
44,MDV,MODIV INC.,Ishaq Asma,Director,"Feb 25, 2022",$27.29,1,27,154,"Apr 19, 2022, 02:18 PM",buy,19.06999969482422,20.279379997253418
45,MDV,MODIV INC.,MARKMAN ADAM SCOTT,Director,"Feb 25, 2022",$19.45,47,914,9520,"Apr 19, 2022, 02:17 PM",buy,19.06999969482422,20.279379997253418
46,MDV,MODIV INC.,MARKMAN ADAM SCOTT,Director,"Jan 18, 2022",$27.29,27,737,9474,"Apr 19, 2022, 02:17 PM",buy,19.06999969482422,20.279379997253418
47,MDV,MODIV INC.,MARKMAN ADAM SCOTT,Director,"Jan 05, 2022",$27.29,33,901,9446,"Apr 19, 2022, 02:17 PM",buy,19.06999969482422,20.279379997253418
48,MDV,MODIV INC.,MARKMAN ADAM SCOTT,Director,"Dec 21, 2021",$27.29,31,846,8956,"Apr 19, 2022, 02:17 PM",buy,19.06999969482422,20.279379997253418
49,SMM,Salient Midstream & MLP Fund,"Saba Capital Management, L.P.",10% Owner,"Apr 18, 2022",$8.58,4270,36637,3734183,"Apr 19, 2022, 02:14 PM",buy,7.889999866485596,6.926333318816291
50,CEN,CENTER COAST BROOKFIELD MLP & ENERGY INFRASTRUCTURE FUND,"Saba Capital Management, L.P.",10% Owner,"Apr 18, 2022",$18.34,8102,148591,951865,"Apr 19, 2022, 02:11 PM",buy,16.81730079650879,15.08287393781874
51,MDV.PA,MODIV INC.,NOLAN THOMAS H JR,Director,"Sep 22, 2021",$25.38,394,10000,394,"Apr 19, 2022, 01:52 PM",buy,na,na
52,DCTH,"DELCATH SYSTEMS, INC.","Rosalind Advisors, Inc.",Director,"Apr 18, 2022",$6.35,2000,12697,431500,"Apr 19, 2022, 01:52 PM",buy,6.389999866485596,8.258666655752394
53,DCTH,"DELCATH SYSTEMS, INC.",Aharon Gil,Director,"Apr 18, 2022",$6.35,2000,12697,404000,"Apr 19, 2022, 01:52 PM",buy,6.389999866485596,8.258666655752394
54,CNNE,"Cannae Holdings, Inc.",MOULLET BARRY B,Director,"Apr 18, 2022",$23.06,1000,23064,13915,"Apr 19, 2022, 11:28 AM",buy,22.600000381469727,30.34277769724528
55,RCG,"RENN Fund, Inc.",STAHL MURRAY,President and CEO,"Apr 18, 2022",$2.25,75,169,38542,"Apr 19, 2022, 11:24 AM",buy,2.259999990463257,2.5249444524447124
56,RCG,"RENN Fund, Inc.",STAHL MURRAY,President and CEO,"Apr 18, 2022",$2.25,300,675,157708,"Apr 19, 2022, 11:24 AM",buy,2.259999990463257,2.5249444524447124
57,RCG,"RENN Fund, Inc.",STAHL MURRAY,President and CEO,"Apr 18, 2022",$2.25,300,675,154300,"Apr 19, 2022, 11:24 AM",buy,2.259999990463257,2.5249444524447124
58,TPL,Texas Pacific Land Corp,STAHL MURRAY,Director,"Apr 18, 2022",$1488.81,1,1489,43075,"Apr 19, 2022, 11:09 AM",buy,1318.510009765625,1264.2606662326389
59,TPL,Texas Pacific Land Corp,STAHL MURRAY,Director,"Apr 18, 2022",$1488.81,12,17866,205920,"Apr 19, 2022, 11:09 AM",buy,1318.510009765625,1264.2606662326389
60,TPL,Texas Pacific Land Corp,STAHL MURRAY,Director,"Apr 18, 2022",$1488.81,3,4466,1645,"Apr 19, 2022, 11:09 AM",buy,1318.510009765625,1264.2606662326389
61,TPL,Texas Pacific Land Corp,STAHL MURRAY,Director,"Apr 18, 2022",$1488.81,2,2978,1303,"Apr 19, 2022, 11:09 AM",buy,1318.510009765625,1264.2606662326389
62,CVLY,CODORUS VALLEY BANCORP INC,KAUFFMAN CRAIG L,President & CEO,"Apr 18, 2022",$24.29,500,12147,34306,"Apr 19, 2022, 09:25 AM",buy,23.81999969482422,22.183444446987576
63,SHMP,NaturalShrimp Inc,Easterling Gerald,"CEO, President","Apr 18, 2022",$0.20,150000,30582,670240,"Apr 19, 2022, 09:00 AM",buy,0.2280000001192093,0.335455555220445
64,OCX,Oncocyte Corp,"PURA VIDA INVESTMENTS, LLC",10% Owner,"Apr 14, 2022",$1.33,767952,1023296,767952,"Apr 18, 2022, 09:55 PM",buy,1.1299999952316284,2.546500001351039
65,OCX,Oncocyte Corp,"PURA VIDA INVESTMENTS, LLC",10% Owner,"Apr 14, 2022",$1.33,1993259,2649813,8532663,"Apr 18, 2022, 09:55 PM",buy,1.1299999952316284,2.546500001351039
66,OCX,Oncocyte Corp,"PURA VIDA INVESTMENTS, LLC",10% Owner,"Apr 14, 2022",$1.33,1789058,2373975,7473607,"Apr 18, 2022, 09:55 PM",buy,1.1299999952316284,2.546500001351039
67,OCX,Oncocyte Corp,"PURA VIDA INVESTMENTS, LLC",10% Owner,"Apr 14, 2022",$1.33,1381438,1840766,1381438,"Apr 18, 2022, 09:55 PM",buy,1.1299999952316284,2.546500001351039
68,DCTH,"DELCATH SYSTEMS, INC.",MICHEL GERARD J,See Remarks,"Apr 18, 2022",$6.37,2000,12734,63050,"Apr 18, 2022, 09:23 PM",buy,6.389999866485596,8.258666655752394
69,BCDA;BCDAW,"BioCardia, Inc.",Altman Peter,President and CEO,"Apr 18, 2022",$1.39,13500,18700,328143,"Apr 18, 2022, 09:17 PM",buy,1.600000023841858,2.36572221716245
70,STSS,Sharps Technology Inc.,Ruemler Timothy James,Director,"Apr 13, 2022",$4.25,29400,124950,890406,"Apr 18, 2022, 08:49 PM",buy,1.3499000072479248,1.879985707146781
71,STSS,Sharps Technology Inc.,Hayes Robert Michael,Chief Executive Officer,"Apr 18, 2022",$1.88,1000,1879,7000,"Apr 18, 2022, 08:47 PM",buy,1.3499000072479248,1.879985707146781
72,STSS,Sharps Technology Inc.,Hayes Robert Michael,Chief Executive Officer,"Apr 14, 2022",$2.27,6000,13620,6000,"Apr 18, 2022, 08:47 PM",buy,1.3499000072479248,1.879985707146781
